step	action_loss	dynamics_loss	grad_norm	lr	loss
504	0.00647	0.0507	0.15	5.35e-6	0.0572
505	0.00452	0.0777	0.12	5.33e-6	0.0822
506	0.0102	0.0636	0.135	5.31e-6	0.0737
507	0.0044	0.0964	0.233	5.3e-6	0.101
508	0.0127	0.0684	0.143	5.28e-6	0.0811
509	0.00397	0.043	0.0999	5.26e-6	0.047
510	0.0186	0.0872	0.216	5.25e-6	0.106
511	0.0061	0.0796	0.153	5.23e-6	0.0857
512	0.00666	0.0424	0.107	5.21e-6	0.0491
513	0.0161	0.0978	0.24	5.2e-6	0.114
514	0.00356	0.0803	0.109	5.18e-6	0.0839
515	0.00565	0.0762	0.0886	5.17e-6	0.0819
516	0.025	0.0648	0.402	5.15e-6	0.0898
517	0.00441	0.0381	0.0873	5.13e-6	0.0425
518	0.00317	0.101	0.12	5.12e-6	0.104
519	0.00261	0.0821	0.129	5.1e-6	0.0847
520	0.00573	0.0553	0.149	5.08e-6	0.061
521	0.00339	0.0454	0.122	5.07e-6	0.0488
522	0.0174	0.0527	0.196	5.05e-6	0.0701
523	0.00637	0.0528	0.129	5.03e-6	0.0592
524	0.00342	0.0653	0.134	5.02e-6	0.0687
525	0.00934	0.0687	0.136	5e-6	0.0781
526	0.00356	0.0704	0.0976	4.98e-6	0.074
527	0.00374	0.092	0.0914	4.97e-6	0.0957
528	0.00776	0.0793	0.147	4.95e-6	0.087
529	0.00571	0.08	0.139	4.93e-6	0.0857
530	0.00448	0.0906	0.0995	4.92e-6	0.0951
531	0.0063	0.0867	0.108	4.9e-6	0.093
532	0.00468	0.0931	0.123	4.88e-6	0.0978
533	0.00529	0.0826	0.0946	4.87e-6	0.0879
534	0.00222	0.104	0.115	4.85e-6	0.106
535	0.00468	0.0464	0.127	4.83e-6	0.0511
536	0.00411	0.056	0.1	4.82e-6	0.0601
537	0.0032	0.0734	0.11	4.8e-6	0.0766
538	0.00289	0.111	0.119	4.79e-6	0.114
539	0.00719	0.0453	0.157	4.77e-6	0.0525
540	0.00981	0.0864	0.166	4.75e-6	0.0962
541	0.00337	0.107	0.103	4.74e-6	0.11
542	0.00496	0.0518	0.132	4.72e-6	0.0568
543	0.0029	0.0914	0.0853	4.7e-6	0.0943
544	0.00238	0.0453	0.0765	4.69e-6	0.0477
545	0.00553	0.0509	0.116	4.67e-6	0.0565
546	0.00475	0.0921	0.106	4.65e-6	0.0968
547	0.00711	0.0772	0.133	4.64e-6	0.0843
548	0.00718	0.0512	0.108	4.62e-6	0.0583
549	0.00887	0.0849	0.174	4.6e-6	0.0938
550	0.0183	0.0756	0.52	4.59e-6	0.0939
551	0.0145	0.0845	0.366	4.57e-6	0.099
552	0.00437	0.0587	0.102	4.55e-6	0.0631
553	0.00702	0.107	0.128	4.54e-6	0.114
554	0.00617	0.0645	0.151	4.52e-6	0.0707
555	0.00369	0.0674	0.121	4.5e-6	0.0711
556	0.004	0.0529	0.0886	4.49e-6	0.0569
557	0.00403	0.0548	0.106	4.47e-6	0.0588
558	0.00607	0.0548	0.107	4.46e-6	0.0608
559	0.0095	0.0578	0.157	4.44e-6	0.0673
560	0.00241	0.0753	0.0812	4.42e-6	0.0777
561	0.00321	0.0782	0.114	4.41e-6	0.0814
562	0.00605	0.0823	0.107	4.39e-6	0.0884
563	0.00556	0.0647	0.129	4.37e-6	0.0702
564	0.00423	0.0727	0.0984	4.36e-6	0.077
565	0.0172	0.0695	0.174	4.34e-6	0.0867
566	0.00773	0.0675	0.132	4.32e-6	0.0752
567	0.00836	0.0563	0.134	4.31e-6	0.0647
568	0.0044	0.0771	0.115	4.29e-6	0.0815
569	0.00481	0.0692	0.121	4.28e-6	0.074
570	0.00664	0.0787	0.132	4.26e-6	0.0853
571	0.00258	0.0622	0.104	4.24e-6	0.0648
572	0.0127	0.0743	0.108	4.23e-6	0.087
573	0.0077	0.0637	0.131	4.21e-6	0.0714
574	0.0115	0.0694	0.236	4.19e-6	0.0809
575	0.00974	0.0724	0.125	4.18e-6	0.0822
576	0.0174	0.0889	0.151	4.16e-6	0.106
577	0.0045	0.0448	0.119	4.14e-6	0.0493
578	0.00909	0.0506	0.166	4.13e-6	0.0597
579	0.00339	0.0587	0.107	4.11e-6	0.0621
580	0.00681	0.076	0.124	4.1e-6	0.0828
581	0.00755	0.0935	0.17	4.08e-6	0.101
582	0.00876	0.0874	0.118	4.06e-6	0.0962
583	0.00947	0.0617	0.145	4.05e-6	0.0712
584	0.0106	0.0957	0.128	4.03e-6	0.106
585	0.00232	0.0972	0.0789	4.01e-6	0.0995
586	0.00382	0.0918	0.103	4e-6	0.0956
587	0.0108	0.0768	0.13	3.98e-6	0.0876
588	0.00141	0.0737	0.0698	3.97e-6	0.0751
589	0.00184	0.0867	0.0944	3.95e-6	0.0885
590	0.00745	0.0875	0.137	3.93e-6	0.095
591	0.0114	0.0706	0.181	3.92e-6	0.082
592	0.00291	0.0961	0.0971	3.9e-6	0.099
593	0.00405	0.0737	0.0822	3.89e-6	0.0777
594	0.00372	0.134	0.102	3.87e-6	0.137
595	0.00582	0.0679	0.133	3.85e-6	0.0737
596	0.0019	0.0407	0.0788	3.84e-6	0.0426
597	0.00646	0.0718	0.123	3.82e-6	0.0783
598	0.00189	0.0782	0.085	3.8e-6	0.0801
599	0.00582	0.0517	0.151	3.79e-6	0.0575
600	0.00857	0.0498	0.179	3.77e-6	0.0584
601	0.00692	0.0454	0.151	3.76e-6	0.0523
602	0.00811	0.0715	0.184	3.74e-6	0.0796
603	0.00941	0.0827	0.107	3.72e-6	0.0921
604	0.00745	0.0771	0.111	3.71e-6	0.0845
605	0.00318	0.108	0.111	3.69e-6	0.111
606	0.0115	0.0892	0.176	3.68e-6	0.101
607	0.0035	0.0602	0.089	3.66e-6	0.0637
608	0.00979	0.0711	0.126	3.64e-6	0.0809
609	0.0146	0.0749	0.17	3.63e-6	0.0895
610	0.00459	0.108	0.116	3.61e-6	0.112
611	0.00285	0.107	0.0959	3.6e-6	0.11
612	0.0086	0.0993	0.14	3.58e-6	0.108
613	0.00214	0.0439	0.093	3.57e-6	0.0461
614	0.0101	0.106	0.17	3.55e-6	0.116
615	0.00469	0.082	0.134	3.53e-6	0.0867
616	0.00309	0.0999	0.101	3.52e-6	0.103
617	0.00659	0.0809	0.12	3.5e-6	0.0875
618	0.0108	0.0742	0.147	3.49e-6	0.085
619	0.00568	0.0693	0.162	3.47e-6	0.075
620	0.00245	0.113	0.111	3.45e-6	0.115
621	0.00758	0.072	0.136	3.44e-6	0.0795
622	0.00474	0.0469	0.124	3.42e-6	0.0517
623	0.0115	0.0839	0.174	3.41e-6	0.0955
624	0.00105	0.0439	0.0645	3.39e-6	0.0449
625	0.00248	0.0795	0.116	3.38e-6	0.082
626	0.00404	0.0701	0.0982	3.36e-6	0.0741
627	0.0142	0.0728	0.158	3.35e-6	0.087
628	0.00516	0.0998	0.144	3.33e-6	0.105
629	0.00753	0.0627	0.131	3.31e-6	0.0702
630	0.0129	0.0432	0.144	3.3e-6	0.0561
631	0.0155	0.0628	0.183	3.28e-6	0.0783
632	0.00699	0.104	0.14	3.27e-6	0.111
633	0.0138	0.0758	0.135	3.25e-6	0.0896
634	0.0065	0.063	0.154	3.24e-6	0.0695
635	0.0115	0.0455	0.114	3.22e-6	0.0569
636	0.00669	0.0955	0.167	3.21e-6	0.102
637	0.00268	0.0832	0.103	3.19e-6	0.0859
638	0.0032	0.0702	0.104	3.17e-6	0.0734
639	0.0096	0.0729	0.141	3.16e-6	0.0825
640	0.00425	0.109	0.137	3.14e-6	0.113
641	0.00792	0.0702	0.158	3.13e-6	0.0781
642	0.00292	0.107	0.103	3.11e-6	0.109
643	0.0145	0.0775	0.205	3.1e-6	0.0919
644	0.00921	0.0699	0.137	3.08e-6	0.0791
645	0.00768	0.0746	0.121	3.07e-6	0.0822
646	0.00934	0.0935	0.133	3.05e-6	0.103
647	0.00595	0.0347	0.127	3.04e-6	0.0407
648	0.00862	0.0587	0.138	3.02e-6	0.0673
649	0.00589	0.0638	0.113	3.01e-6	0.0696
650	0.00196	0.0904	0.0843	2.99e-6	0.0924
651	0.00655	0.104	0.139	2.98e-6	0.111
652	0.00317	0.0455	0.0935	2.96e-6	0.0487
653	0.00456	0.0519	0.153	2.95e-6	0.0564
654	0.00412	0.071	0.0995	2.93e-6	0.0751
655	0.00688	0.0653	0.1	2.92e-6	0.0722
656	0.00443	0.0807	0.113	2.9e-6	0.0852
657	0.00119	0.07	0.0881	2.89e-6	0.0711
658	0.0056	0.0851	0.151	2.87e-6	0.0907
659	0.00842	0.0665	0.132	2.86e-6	0.0749
660	0.00835	0.0882	0.161	2.84e-6	0.0966
661	0.00384	0.0502	0.09	2.83e-6	0.054
662	0.00884	0.0586	0.154	2.81e-6	0.0674
663	0.0186	0.0659	0.206	2.8e-6	0.0845
664	0.0055	0.0722	0.144	2.78e-6	0.0777
665	0.00666	0.058	0.149	2.77e-6	0.0646
666	0.00967	0.0585	0.157	2.75e-6	0.0682
667	0.00831	0.0954	0.177	2.74e-6	0.104
668	0.00366	0.0797	0.0789	2.72e-6	0.0833
669	0.00143	0.0651	0.0779	2.71e-6	0.0665
670	0.00679	0.0828	0.19	2.69e-6	0.0896
671	0.0031	0.0889	0.096	2.68e-6	0.092
672	0.00608	0.101	0.114	2.66e-6	0.107
673	0.0055	0.089	0.135	2.65e-6	0.0945
674	0.00403	0.0794	0.103	2.63e-6	0.0835
675	0.00931	0.0562	0.139	2.62e-6	0.0655
676	0.00316	0.0692	0.0929	2.61e-6	0.0724
677	0.00467	0.064	0.116	2.59e-6	0.0687
678	0.00392	0.0875	0.0976	2.58e-6	0.0914
679	0.00166	0.0601	0.0868	2.56e-6	0.0617
680	0.00353	0.0368	0.0783	2.55e-6	0.0403
681	0.0085	0.0616	0.137	2.53e-6	0.0701
682	0.00599	0.0645	0.123	2.52e-6	0.0705
683	0.00206	0.085	0.0991	2.5e-6	0.087
684	0.00392	0.0928	0.111	2.49e-6	0.0967
685	0.00293	0.0502	0.105	2.48e-6	0.0531
686	0.00417	0.0552	0.123	2.46e-6	0.0594
687	0.0012	0.101	0.0929	2.45e-6	0.102
688	0.00927	0.0639	0.161	2.43e-6	0.0732
689	0.00977	0.068	0.141	2.42e-6	0.0778
690	0.00334	0.0457	0.11	2.41e-6	0.0491
691	0.00323	0.0502	0.0855	2.39e-6	0.0534
692	0.00268	0.0515	0.0981	2.38e-6	0.0541
693	0.00573	0.13	0.111	2.36e-6	0.135
694	0.00541	0.0549	0.0915	2.35e-6	0.0603
695	0.00374	0.0551	0.128	2.33e-6	0.0588
696	0.00561	0.0758	0.149	2.32e-6	0.0814
697	0.00589	0.0724	0.129	2.31e-6	0.0783
698	0.00119	0.0752	0.0651	2.29e-6	0.0764
699	0.00623	0.111	0.126	2.28e-6	0.117
700	0.00904	0.109	0.233	2.27e-6	0.118
701	0.00537	0.0843	0.108	2.25e-6	0.0897
702	0.00924	0.101	0.123	2.24e-6	0.111
703	0.00421	0.106	0.145	2.22e-6	0.111
704	0.00433	0.0986	0.123	2.21e-6	0.103
705	0.00641	0.0989	0.111	2.2e-6	0.105
706	0.00731	0.0778	0.126	2.18e-6	0.0851
707	0.00349	0.0701	0.152	2.17e-6	0.0736
708	0.00694	0.061	0.147	2.16e-6	0.0679
709	0.00573	0.109	0.141	2.14e-6	0.115
710	0.00729	0.0621	0.136	2.13e-6	0.0693
711	0.00377	0.0756	0.101	2.11e-6	0.0793
712	0.0111	0.0667	0.131	2.1e-6	0.0778
713	0.00338	0.0987	0.109	2.09e-6	0.102
714	0.0113	0.113	0.202	2.07e-6	0.124
715	0.00458	0.085	0.105	2.06e-6	0.0895
716	0.00293	0.0487	0.0907	2.05e-6	0.0517
717	0.00205	0.0549	0.0863	2.03e-6	0.0569
718	0.00588	0.0905	0.146	2.02e-6	0.0964
719	0.00413	0.044	0.109	2.01e-6	0.0482
720	0.00522	0.0838	0.0994	1.99e-6	0.089
721	0.00406	0.0839	0.122	1.98e-6	0.0879
722	0.00764	0.0625	0.108	1.97e-6	0.0702
723	0.00519	0.0681	0.101	1.96e-6	0.0733
724	0.00221	0.0948	0.106	1.94e-6	0.097
725	0.00692	0.108	0.124	1.93e-6	0.115
726	0.0106	0.0888	0.137	1.92e-6	0.0994
727	0.00341	0.066	0.113	1.9e-6	0.0694
728	0.00621	0.0558	0.0859	1.89e-6	0.062
729	0.00755	0.0785	0.211	1.88e-6	0.0861
730	0.00811	0.0676	0.125	1.86e-6	0.0757
731	0.0105	0.0632	0.156	1.85e-6	0.0738
732	0.00744	0.0805	0.12	1.84e-6	0.0879
733	0.0189	0.0925	0.207	1.83e-6	0.111
734	0.0204	0.0731	0.192	1.81e-6	0.0936
735	0.00602	0.0742	0.124	1.8e-6	0.0802
736	0.016	0.105	0.257	1.79e-6	0.121
737	0.00824	0.0724	0.155	1.77e-6	0.0807
738	0.0109	0.0935	0.157	1.76e-6	0.104
739	0.00674	0.0871	0.158	1.75e-6	0.0938
740	0.00306	0.0574	0.101	1.74e-6	0.0605
741	0.00755	0.0628	0.14	1.72e-6	0.0704
742	0.025	0.0789	0.229	1.71e-6	0.104
743	0.00917	0.0584	0.172	1.7e-6	0.0676
744	0.0094	0.0652	0.193	1.69e-6	0.0746
745	0.00476	0.0658	0.111	1.67e-6	0.0706
746	0.00348	0.06	0.101	1.66e-6	0.0635
747	0.00847	0.1	0.131	1.65e-6	0.109
748	0.00343	0.0599	0.0931	1.64e-6	0.0633
749	0.0125	0.0729	0.283	1.63e-6	0.0853
750	0.00749	0.092	0.193	1.61e-6	0.0995
751	0.00851	0.0589	0.111	1.6e-6	0.0674
752	0.0108	0.0542	0.105	1.59e-6	0.065
753	0.00273	0.0895	0.0924	1.58e-6	0.0923
754	0.00367	0.0927	0.1	1.57e-6	0.0963
755	0.0038	0.0734	0.158	1.55e-6	0.0772
756	0.00735	0.0602	0.108	1.54e-6	0.0675
757	0.00834	0.047	0.157	1.53e-6	0.0554
758	0.00329	0.0574	0.0945	1.52e-6	0.0607
759	0.00472	0.0603	0.116	1.51e-6	0.065
760	0.0117	0.0494	0.114	1.49e-6	0.0611
761	0.00536	0.0623	0.128	1.48e-6	0.0677
762	0.00791	0.098	0.125	1.47e-6	0.106
763	0.00615	0.0893	0.102	1.46e-6	0.0955
764	0.00295	0.0556	0.0928	1.45e-6	0.0586
765	0.00422	0.0537	0.101	1.44e-6	0.0579
766	0.00169	0.0815	0.0811	1.42e-6	0.0832
767	0.00562	0.0763	0.136	1.41e-6	0.0819
768	0.00664	0.0705	0.119	1.4e-6	0.0772
769	0.00337	0.0653	0.142	1.39e-6	0.0687
770	0.01	0.0652	0.232	1.38e-6	0.0753
771	0.0131	0.0522	0.13	1.37e-6	0.0653
772	0.0032	0.0671	0.105	1.36e-6	0.0703
773	0.00734	0.06	0.159	1.34e-6	0.0673
774	0.0131	0.0716	0.168	1.33e-6	0.0846
775	0.00451	0.0686	0.103	1.32e-6	0.0731
776	0.00629	0.0783	0.108	1.31e-6	0.0845
777	0.00236	0.0343	0.0689	1.3e-6	0.0367
778	0.00395	0.0565	0.11	1.29e-6	0.0604
779	0.00391	0.087	0.102	1.28e-6	0.0909
780	0.00563	0.0573	0.111	1.27e-6	0.0629
781	0.00543	0.0979	0.131	1.25e-6	0.103
782	0.00219	0.0556	0.105	1.24e-6	0.0578
783	0.0169	0.0822	0.187	1.23e-6	0.0991
784	0.0228	0.0585	0.437	1.22e-6	0.0814
785	0.00805	0.077	0.139	1.21e-6	0.0851
786	0.00339	0.0455	0.09	1.2e-6	0.0489
787	0.00518	0.0863	0.113	1.19e-6	0.0914
788	0.00599	0.0499	0.149	1.18e-6	0.0559
789	0.00447	0.0657	0.0717	1.17e-6	0.0701
790	0.00644	0.0767	0.129	1.16e-6	0.0832
791	0.00683	0.0824	0.114	1.15e-6	0.0892
792	0.00501	0.0913	0.107	1.14e-6	0.0963
793	0.00459	0.0549	0.0991	1.13e-6	0.0594
794	0.00226	0.0781	0.0901	1.12e-6	0.0804
795	0.00618	0.0807	0.147	1.11e-6	0.0869
796	0.00596	0.0623	0.121	1.1e-6	0.0682
797	0.00488	0.107	0.115	1.08e-6	0.112
798	0.0024	0.0923	0.0873	1.07e-6	0.0947
799	0.00185	0.0828	0.0777	1.06e-6	0.0846
800	0.00266	0.0784	0.0792	1.05e-6	0.0811
801	0.0096	0.0801	0.206	1.04e-6	0.0897
802	0.00113	0.094	0.0797	1.03e-6	0.0951
803	0.00691	0.102	0.199	1.02e-6	0.108
804	0.00585	0.061	0.159	1.01e-6	0.0668
805	0.00319	0.0672	0.0921	1e-6	0.0704
806	0.00419	0.0863	0.0983	9.94e-7	0.0905
807	0.00222	0.066	0.108	9.84e-7	0.0683
808	0.00543	0.0978	0.0984	9.74e-7	0.103
809	0.0118	0.0569	0.157	9.65e-7	0.0687
810	0.00429	0.0179	0.135	9.55e-7	0.0222
811	0.00795	0.0765	0.132	9.45e-7	0.0844
812	0.00331	0.046	0.0852	9.36e-7	0.0493
813	0.0277	0.0685	0.536	9.26e-7	0.0962
814	0.00827	0.0525	0.121	9.16e-7	0.0608
815	0.00136	0.0394	0.0855	9.07e-7	0.0407
816	0.00365	0.0757	0.077	8.97e-7	0.0793
817	0.00585	0.0697	0.101	8.88e-7	0.0755
818	0.0146	0.0615	0.157	8.79e-7	0.076
819	0.0193	0.0266	0.352	8.69e-7	0.0459
820	0.00403	0.0799	0.0875	8.6e-7	0.0839
821	0.00467	0.0311	0.102	8.51e-7	0.0358
822	0.00586	0.0655	0.145	8.42e-7	0.0713
823	0.00317	0.0868	0.109	8.32e-7	0.09
824	0.00599	0.121	0.148	8.23e-7	0.127
825	0.00556	0.0587	0.111	8.14e-7	0.0642
826	0.00904	0.074	0.12	8.05e-7	0.083
827	0.0105	0.086	0.123	7.96e-7	0.0965
828	0.0108	0.1	0.153	7.87e-7	0.111
829	0.00496	0.0895	0.148	7.78e-7	0.0945
830	0.00984	0.103	0.145	7.7e-7	0.113
831	0.0125	0.099	0.124	7.61e-7	0.112
832	0.0104	0.057	0.192	7.52e-7	0.0674
833	0.00379	0.107	0.107	7.43e-7	0.11
834	0.00413	0.0656	0.0995	7.35e-7	0.0697
835	0.00459	0.0534	0.101	7.26e-7	0.058
836	0.00679	0.0862	0.106	7.17e-7	0.093
837	0.0201	0.0565	0.354	7.09e-7	0.0766
838	0.00371	0.0601	0.115	7.01e-7	0.0638
839	0.00546	0.0672	0.133	6.92e-7	0.0727
840	0.00382	0.058	0.123	6.84e-7	0.0618
841	0.0102	0.128	0.164	6.75e-7	0.138
842	0.00449	0.105	0.107	6.67e-7	0.11
843	0.00621	0.0605	0.139	6.59e-7	0.0667
844	0.00576	0.0426	0.103	6.51e-7	0.0483
845	0.0053	0.0827	0.15	6.43e-7	0.088
846	0.00796	0.0989	0.178	6.34e-7	0.107
847	0.0104	0.0804	0.176	6.26e-7	0.0908
848	0.00675	0.101	0.127	6.18e-7	0.108
849	0.00863	0.0719	0.151	6.11e-7	0.0805
850	0.00295	0.0576	0.0962	6.03e-7	0.0605
851	0.0152	0.074	0.203	5.95e-7	0.0893
852	0.00324	0.097	0.0915	5.87e-7	0.1
853	0.00963	0.0389	0.12	5.79e-7	0.0485
854	0.00519	0.1	0.11	5.72e-7	0.105
855	0.00589	0.112	0.152	5.64e-7	0.118
856	0.00303	0.0518	0.112	5.56e-7	0.0549
857	0.0194	0.0649	0.219	5.49e-7	0.0844
858	0.00582	0.0456	0.134	5.41e-7	0.0515
859	0.0123	0.0929	0.283	5.34e-7	0.105
860	0.0133	0.0824	0.17	5.26e-7	0.0957
861	0.00316	0.0624	0.106	5.19e-7	0.0656
862	0.00725	0.0837	0.114	5.12e-7	0.0909
863	0.0154	0.0649	0.169	5.04e-7	0.0803
864	0.00553	0.0563	0.104	4.97e-7	0.0618
865	0.00499	0.0689	0.124	4.9e-7	0.0739
866	0.00521	0.0319	0.149	4.83e-7	0.0371
867	0.00453	0.0407	0.113	4.76e-7	0.0453
868	0.0163	0.086	0.128	4.69e-7	0.102
869	0.0083	0.0933	0.218	4.62e-7	0.102
870	0.00332	0.0616	0.113	4.55e-7	0.065
871	0.00965	0.0947	0.148	4.48e-7	0.104
872	0.00893	0.0657	0.134	4.41e-7	0.0746
873	0.00269	0.0981	0.0989	4.35e-7	0.101
874	0.00727	0.0568	0.142	4.28e-7	0.0641
875	0.0073	0.111	0.115	4.21e-7	0.119
876	0.00227	0.0674	0.0895	4.15e-7	0.0696
877	0.00562	0.0424	0.193	4.08e-7	0.048
878	0.00607	0.0837	0.102	4.01e-7	0.0898
879	0.012	0.0469	0.152	3.95e-7	0.059
880	0.00871	0.0611	0.119	3.89e-7	0.0698
881	0.0117	0.0891	0.152	3.82e-7	0.101
882	0.00662	0.0806	0.137	3.76e-7	0.0872
883	0.021	0.0857	0.247	3.7e-7	0.107
884	0.00478	0.102	0.108	3.63e-7	0.107
885	0.00341	0.0355	0.102	3.57e-7	0.0389
886	0.00587	0.0691	0.158	3.51e-7	0.075
887	0.00461	0.0976	0.0894	3.45e-7	0.102
888	0.00903	0.099	0.139	3.39e-7	0.108
889	0.0045	0.0452	0.112	3.33e-7	0.0497
890	0.00241	0.104	0.0878	3.27e-7	0.107
891	0.0063	0.0657	0.107	3.21e-7	0.072
892	0.00511	0.102	0.124	3.16e-7	0.107
893	0.00314	0.0775	0.104	3.1e-7	0.0807
894	0.00541	0.0643	0.0815	3.04e-7	0.0697
895	0.0094	0.0761	0.31	2.98e-7	0.0855
896	0.00389	0.0481	0.104	2.93e-7	0.0519
897	0.012	0.0986	0.251	2.87e-7	0.111
898	0.0029	0.113	0.103	2.82e-7	0.116
899	0.00725	0.0603	0.131	2.76e-7	0.0675
900	0.018	0.0773	0.228	2.71e-7	0.0953
901	0.00228	0.107	0.0858	2.66e-7	0.109
902	0.0148	0.0962	0.127	2.6e-7	0.111
903	0.00276	0.0716	0.0854	2.55e-7	0.0744
904	0.0164	0.0772	0.178	2.5e-7	0.0935
905	0.00606	0.0742	0.152	2.45e-7	0.0803
906	0.0219	0.0676	0.224	2.4e-7	0.0895
907	0.00316	0.0606	0.109	2.35e-7	0.0637
908	0.0126	0.0686	0.214	2.3e-7	0.0812
909	0.00542	0.0847	0.101	2.25e-7	0.0901
910	0.003	0.0627	0.0991	2.2e-7	0.0657
911	0.00473	0.0384	0.14	2.15e-7	0.0431
912	0.00648	0.0743	0.144	2.1e-7	0.0807
913	0.0126	0.0625	0.298	2.06e-7	0.0751
914	0.00649	0.0484	0.249	2.01e-7	0.0549
915	0.00306	0.0586	0.0934	1.96e-7	0.0616
916	0.00262	0.111	0.109	1.92e-7	0.114
917	0.0165	0.0604	0.381	1.87e-7	0.0768
918	0.00307	0.0656	0.0988	1.83e-7	0.0687
919	0.00112	0.105	0.0739	1.78e-7	0.106
920	0.00241	0.088	0.0882	1.74e-7	0.0904
921	0.00289	0.069	0.0889	1.7e-7	0.0719
922	0.0118	0.0985	0.138	1.65e-7	0.11
923	0.00508	0.0735	0.13	1.61e-7	0.0785
924	0.00344	0.0667	0.0999	1.57e-7	0.0702
925	0.00437	0.0662	0.0808	1.53e-7	0.0706
926	0.0049	0.0673	0.134	1.49e-7	0.0722
927	0.0129	0.0752	0.144	1.45e-7	0.0882
928	0.00639	0.107	0.159	1.41e-7	0.114
929	0.00873	0.0453	0.158	1.37e-7	0.054
930	0.00554	0.0501	0.111	1.33e-7	0.0556
931	0.00546	0.085	0.114	1.3e-7	0.0904
932	0.0157	0.0589	0.243	1.26e-7	0.0745
933	0.00529	0.0831	0.138	1.22e-7	0.0884
934	0.00598	0.0888	0.109	1.19e-7	0.0948
935	0.00742	0.092	0.134	1.15e-7	0.0994
936	0.00931	0.0829	0.145	1.12e-7	0.0922
937	0.0109	0.0388	0.17	1.08e-7	0.0496
938	0.00584	0.0948	0.162	1.05e-7	0.101
939	0.0039	0.111	0.102	1.01e-7	0.115
940	0.00544	0.0799	0.129	9.81e-8	0.0854
941	0.00359	0.0519	0.11	9.49e-8	0.0555
942	0.00379	0.074	0.146	9.17e-8	0.0778
943	0.00742	0.11	0.134	8.86e-8	0.117
944	0.00394	0.102	0.107	8.55e-8	0.106
945	0.00521	0.0872	0.157	8.25e-8	0.0924
946	0.00884	0.0748	0.138	7.95e-8	0.0836
947	0.00188	0.051	0.0738	7.66e-8	0.0529
948	0.0159	0.0586	0.336	7.37e-8	0.0745
949	0.00292	0.092	0.117	7.09e-8	0.0949
950	0.00297	0.09	0.0844	6.82e-8	0.093
951	0.0293	0.0606	0.23	6.55e-8	0.0899
952	0.00605	0.0787	0.149	6.29e-8	0.0848
953	0.00648	0.0893	0.172	6.03e-8	0.0958
954	0.0012	0.0416	0.0811	5.77e-8	0.0428
955	0.0103	0.0445	0.151	5.53e-8	0.0548
956	0.00677	0.101	0.14	5.28e-8	0.108
957	0.00419	0.0815	0.113	5.05e-8	0.0857
958	0.00296	0.0701	0.0914	4.81e-8	0.073
959	0.00646	0.0447	0.135	4.59e-8	0.0512
960	0.00563	0.0841	0.131	4.37e-8	0.0898
961	0.012	0.0627	0.158	4.15e-8	0.0747
962	0.00738	0.0934	0.122	3.94e-8	0.101
963	0.00207	0.112	0.0914	3.74e-8	0.114
964	0.00664	0.0487	0.194	3.54e-8	0.0553
965	0.00315	0.0978	0.118	3.35e-8	0.101
966	0.00339	0.0745	0.0947	3.16e-8	0.0779
967	0.00629	0.0473	0.106	2.97e-8	0.0536
968	0.00448	0.0536	0.154	2.8e-8	0.0581
969	0.00894	0.0956	0.147	2.63e-8	0.105
970	0.00265	0.0752	0.104	2.46e-8	0.0779
971	0.00676	0.0937	0.244	2.3e-8	0.1
972	0.00684	0.0542	0.124	2.14e-8	0.061
973	0.0109	0.0816	0.278	1.99e-8	0.0925
974	0.0186	0.0793	0.179	1.85e-8	0.0979
975	0.00532	0.0582	0.104	1.71e-8	0.0636
976	0.00258	0.0644	0.108	1.57e-8	0.067
977	0.00366	0.0876	0.1	1.45e-8	0.0913
978	0.00833	0.0709	0.108	1.32e-8	0.0792
979	0.0057	0.0733	0.147	1.21e-8	0.079
980	0.00438	0.0744	0.137	1.09e-8	0.0788
981	0.00882	0.0653	0.156	9.87e-9	0.0741
982	0.00219	0.0759	0.0951	8.86e-9	0.078
983	0.00367	0.0561	0.0986	7.9e-9	0.0598
984	0.00319	0.115	0.133	7e-9	0.119
985	0.00317	0.0974	0.0948	6.15e-9	0.101
986	0.00405	0.0587	0.137	5.36e-9	0.0628
987	0.00432	0.0554	0.103	4.62e-9	0.0597
988	0.00824	0.124	0.127	3.94e-9	0.132
989	0.00399	0.0772	0.0849	3.31e-9	0.0812
990	0.00432	0.0999	0.118	2.73e-9	0.104
991	0.00628	0.0717	0.116	2.21e-9	0.078
992	0.00261	0.0891	0.109	1.75e-9	0.0918
993	0.00231	0.0452	0.086	1.34e-9	0.0476
994	0.00347	0.0562	0.0992	9.84e-10	0.0596
995	0.00468	0.0684	0.202	6.83e-10	0.073
996	0.0155	0.0502	0.154	4.37e-10	0.0657
997	0.00774	0.0559	0.116	2.46e-10	0.0636
998	0.00388	0.0737	0.0929	1.09e-10	0.0775
999	0.00248	0.0524	0.1	2.73e-11	0.0549
999	0.00248	0.0524	0.1	2.73e-11	0.0549
